City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,bridgewater,44.3835,-64.5155,69.12,88,95,5.75,CA,1689302303
292,saldanha,-33.0117,17.9442,48.25,50,60,9.86,ZA,1689302303
293,warrnambool,-38.3833,142.4833,55.85,61,100,21.45,AU,1689302304
294,los llanos de aridane,28.6585,-17.9182,74.95,41,0,16.11,ES,1689302304
295,haeju,38.0406,125.7147,75.72,97,100,9.91,KP,1689302232
296,dryden,49.7833,-92.7503,61.09,88,100,10.36,CA,1689302304
297,chebba,35.2372,11.115,78.28,65,0,9.35,TN,1689302304
298,san lawrenz,36.0553,14.204,74.86,77,0,6.06,MT,1689302304
299,bajitpur,24.2167,90.95,82.49,89,100,9.13,BD,1689302304
300,as sulayyil,20.4607,45.5779,86.25,16,100,5.66,SA,1689302305
301,guymon,36.6828,-101.4816,80.6,83,20,9.22,US,1689302305
302,celestun,20.8667,-90.4,82.94,78,28,16.89,MX,1689302305
303,yanykurgan,43.915,67.2481,85.17,21,0,17.09,KZ,1689302305
304,soure,-0.7167,-48.5233,79.36,84,93,11.1,BR,1689302305
305,kone,-21.0595,164.8658,74.89,48,45,8.19,NC,1689302305
306,wolmaransstad,-27.1974,25.9831,40.44,58,0,9.93,ZA,1689302175
307,kannauj,27.0546,79.922,79.79,91,100,8.93,IN,1689302305
308,nadi,-17.8,177.4167,80.6,57,75,14.97,FJ,1689302306
309,siavonga,-16.5382,28.7088,57.02,75,2,4.23,ZM,1689302306
310,preobrazheniye,42.9019,133.9064,62.35,87,100,13.13,RU,1689302306
311,lazaro cardenas,17.9583,-102.2,82.11,84,88,4.63,MX,1689302306
312,pesqueira,-8.3578,-36.6964,63.14,98,15,3.2,BR,1689302232
313,zaragoza,41.6561,-0.8773,72.81,57,0,4.61,ES,1689302306
314,chamical,-30.36,-66.314,45.72,54,5,3.36,AR,1689302306
315,waimea,20.0231,-155.6717,77.02,79,74,5.99,US,1689302307
316,luganville,-15.5333,167.1667,75.07,86,88,16.67,VU,1689302307
317,la mure,44.9026,5.7866,55.94,83,88,2.8,FR,1689302307
318,nar'yan-mar,67.6713,53.087,57.25,58,58,9.4,RU,1689302307
319,ocho rios,18.4025,-77.1048,78.8,79,85,7.11,JM,1689302307
320,staraya russa,57.9944,31.3608,57.25,83,30,4.45,RU,1689302307
321,pechora,65.1472,57.2244,56.71,80,100,1.77,RU,1689302308
322,valdivia,-39.8142,-73.2459,40.42,96,95,1.28,CL,1689302308
323,pangai,-19.8,-174.35,73.51,73,75,14.97,TO,1689302308
324,quepos,9.4236,-84.1652,77.11,96,100,5.08,CR,1689302308
325,canelli,44.7215,8.2924,73.49,96,49,1.88,IT,1689302308
326,dudinka,69.4058,86.1778,43.63,55,100,10.58,RU,1689302308
327,mejit,10.2753,170.8646,82.71,73,98,17.94,MH,1689302308
328,wloszczowa,50.8526,19.9659,61.27,86,89,5.41,PL,1689302309
329,tobelo,1.7284,128.0095,83.84,73,84,4.18,ID,1689302309
330,aripuana,-9.1667,-60.6333,74.8,63,17,1.01,BR,1689302049
331,guanica,17.9716,-66.908,83.05,69,96,8.1,PR,1689302309
332,humahuaca,-23.2054,-65.3505,43.59,9,28,3.4,AR,1689302309
333,boa esperanca do sul,-21.9925,-48.3908,56.07,84,98,7.92,BR,1689302309
334,afaahiti,-17.75,-149.2833,80.47,69,22,15.12,PF,1689302309
335,tidjikja,18.5564,-11.4271,94.53,15,90,8.28,MR,1689302310
336,ilha de mocambique,-15.0342,40.7358,72.48,65,6,19.46,MZ,1689302310
337,posto fiscal rolim de moura,-13.0833,-62.2667,72.14,62,13,8.72,BR,1689302310
338,gdynia,54.5189,18.5319,59.04,94,0,3.44,PL,1689302310
339,ganjam,19.3833,85.0667,85.84,72,100,9.89,IN,1689302310
340,siwa oasis,29.2041,25.5195,78.64,50,0,6.78,EG,1689302310
341,pacific grove,36.6177,-121.9166,72.21,78,0,9.22,US,1689302311
342,kayenta,36.7278,-110.2546,85.33,18,8,10.56,US,1689302311
343,mbandaka,0.0487,18.2603,69.12,93,98,3.89,CD,1689302311
344,vilyuchinsk,52.9306,158.4028,53.87,94,100,3.09,RU,1689302311
345,isangel,-19.55,169.2667,78.91,65,75,9.22,VU,1689302312
346,puerto baquerizo moreno,-0.9,-89.6,77.36,82,50,6.46,EC,1689302312
347,new norfolk,-42.7826,147.0587,60.3,78,100,8.01,AU,1689302312
348,birjand,32.8663,59.2211,75.67,27,0,13.8,IR,1689302312
349,dien bien phu,21.3833,103.0167,88.09,59,95,2.84,VN,1689302313
350,mangai,-4.05,19.5333,71.28,56,50,1.81,CD,1689302313
351,pangkalpinang,-2.1333,106.1333,86.31,60,63,7.05,ID,1689302313
352,salavan,15.7167,106.4167,90.63,54,62,5.08,LA,1689302313
353,lodja,-3.4833,23.4333,73.9,76,100,1.28,CD,1689302313
354,belmonte,-15.8631,-38.8828,72.84,86,7,10.4,BR,1689302313
355,chonchi,-42.6128,-73.8092,43.12,97,100,7.09,CL,1689302313
356,funafuti,-8.5243,179.1942,87.8,74,40,11.5,TV,1689302314
357,chinsali,-10.5414,32.0816,49.21,90,0,7.02,ZM,1689302314
358,karlskoga,59.3267,14.5239,54.72,90,69,8.66,SE,1689302072
359,marquette,46.5333,-87.6335,65.64,69,57,6.33,US,1689302314
360,slave lake,55.2834,-114.769,71.58,60,0,11.5,CA,1689302145
361,ancud,-41.8697,-73.8203,45.63,93,100,12.86,CL,1689302314
362,kununurra,-15.7667,128.7333,82.38,36,24,6.91,AU,1689302177
363,calama,-22.4667,-68.9333,49.06,7,11,9.35,CL,1689302315
364,bowen,-20.0167,148.2333,74.97,56,0,20.18,AU,1689302315
365,satkhira,22.7167,89.1,87.37,69,96,7.7,BD,1689302315
366,rongelap,11.1635,166.8941,83.41,78,60,17.31,MH,1689302315
367,thinadhoo,0.5333,72.9333,82.65,74,48,4.65,MV,1689302315
368,santa ana,33.7456,-117.8678,91.92,47,20,9.22,US,1689302137
369,menongue,-14.6585,17.691,44.74,71,0,4.12,AO,1689302315
370,flin flon,54.7682,-101.865,53.89,77,100,11.7,CA,1689302315
371,kyosai,34.8503,128.5886,78.76,95,100,23.02,KR,1689302316
372,lepsy,46.235,78.9456,92.25,18,0,3.69,KZ,1689302316
373,tolanaro,-25.0319,46.9987,62.67,94,75,2.3,MG,1689302316
374,palmer,42.1584,-72.3287,76.55,77,100,6.91,US,1689302311
375,jeremoabo,-10.075,-38.4808,65.08,98,10,3.38,BR,1689302316
376,san jose del guaviare,2.5729,-72.6459,72.79,97,13,0.47,CO,1689302316
377,ibitinga,-21.7578,-48.8289,57.27,72,100,10.96,BR,1689302145
378,rajshahi,24.3667,88.6,85.41,76,100,8.9,BD,1689302317
379,inda silase,14.1031,38.2829,64.4,71,63,2.66,ET,1689302317
380,mar del plata,-38.0023,-57.5575,41.95,82,76,13.0,AR,1689302317
381,sidi ifni,29.3797,-10.173,75.79,64,91,5.77,MA,1689302317
382,dengzhou,37.8086,120.7508,81.73,74,97,15.32,CN,1689302317
383,corinto,37.9407,22.9573,81.05,52,0,4.36,GR,1689302317
384,vernon,50.2581,-119.2691,82.76,50,40,1.14,CA,1689302025
385,borogontsy,62.6683,131.1683,69.1,45,100,4.09,RU,1689302318
386,braganca,-1.0536,-46.7656,72.7,98,15,1.43,BR,1689302318
387,akureyri,65.6835,-18.0878,42.73,87,100,20.71,IS,1689302318
388,ascension,30.2169,-90.9001,87.17,79,0,4.61,US,1689302318
389,dilling,12.05,29.65,76.93,65,38,5.41,SD,1689302318
390,askino,56.0901,56.5783,58.6,82,100,9.19,RU,1689302318
391,tash-kumyr,41.3461,72.2171,95.23,11,0,7.52,KG,1689302318
392,susuman,62.7833,148.1667,74.08,56,97,7.85,RU,1689302319
393,mamuju,-2.6748,118.8885,84.04,70,81,1.14,ID,1689302319
394,labytnangi,66.6572,66.4183,53.67,52,1,2.06,RU,1689302319
395,severo-yeniseyskiy,60.3725,93.0408,55.65,42,4,4.27,RU,1689302319
396,khatra,22.9833,86.85,88.93,60,100,4.5,IN,1689302319
397,salyan,39.5936,48.9805,76.78,58,1,9.01,AZ,1689302319
398,bamboo flat,11.7,92.7167,86.09,74,40,11.5,IN,1689302319
399,pedregal,8.3667,-82.4333,81.19,94,100,8.01,PA,1689302320
400,divnogorsk,55.9594,92.3619,75.74,67,99,1.79,RU,1689302320
401,mount gambier,-37.8333,140.7667,55.53,65,100,12.73,AU,1689302320
402,mantua,45.1667,10.7833,73.09,80,40,3.0,IT,1689302187
403,puerto quijarro,-17.7833,-57.7667,60.22,53,99,5.17,BO,1689302320
404,ghormach,35.7306,63.7826,84.63,21,0,10.02,AF,1689302320
405,grandview,38.8858,-94.533,83.55,73,0,6.91,US,1689302320
406,laupheim,48.2333,9.8833,55.92,92,57,1.14,DE,1689302320
407,sayat,38.7839,63.8803,84.07,16,1,26.24,TM,1689302321
408,rumphi,-11.0186,33.8575,54.12,92,34,3.24,MW,1689302321
409,shimanovsk,52.0,127.7,85.93,31,100,6.26,RU,1689302321
410,almodovar del campo,38.7094,-4.1791,77.49,34,0,2.08,ES,1689302321
411,taroa,8.7058,171.2275,83.44,72,100,17.74,MH,1689302321
412,shingu,33.7333,135.9833,87.28,56,95,12.55,JP,1689302321
413,tindouf,27.6711,-8.1474,94.6,16,19,8.9,DZ,1689302321
414,diamantina,-18.2494,-43.6003,61.92,49,0,3.78,BR,1689302236
415,york beach,43.1717,-70.6089,76.05,80,52,11.99,US,1689302322
416,sheringham,52.9408,1.2093,59.05,89,100,8.95,GB,1689302322
417,bude,50.8243,-4.5413,60.24,92,100,3.0,GB,1689302322
418,swakopmund,-22.6833,14.5333,62.98,39,0,3.0,NA,1689302143
419,medicine hat,50.0501,-110.6683,70.79,81,100,3.44,CA,1689302128
420,saudarkrokur,65.7461,-19.6394,40.39,98,100,12.68,IS,1689302322
421,sale,34.0389,-6.8166,72.64,100,0,0.0,MA,1689302322
422,kish,26.5578,54.0194,88.07,94,0,6.91,IR,1689302322
423,sisimiut,66.9395,-53.6735,49.26,77,100,2.95,GL,1689302323
424,kiunga,-6.1219,141.2906,78.6,81,100,3.56,PG,1689302323
425,nadym,65.5333,72.5167,53.56,52,74,5.86,RU,1689302323
426,walvis bay,-22.9575,14.5053,63.09,33,0,8.05,NA,1689302323
427,alice springs,-23.7,133.8833,69.35,37,0,2.3,AU,1689302323
428,port saint john's,-31.6229,29.5448,56.75,81,7,5.88,ZA,1689302323
429,howard springs,-12.497,131.047,86.83,34,97,7.34,AU,1689302323
430,ytrebygda,60.305,5.2824,52.54,96,75,3.44,NO,1689302324
431,arkhangel'sk,64.5401,40.5433,59.47,89,100,5.06,RU,1689302041
432,lobito,-12.3481,13.5456,69.22,64,0,2.19,AO,1689302324
433,pandan,14.0453,124.1694,86.61,68,100,10.85,PH,1689302324
434,ulanhot,46.0833,122.0833,64.27,96,100,27.72,CN,1689302324
435,mao,39.8885,4.2658,72.16,83,0,5.75,ES,1689302324
436,acapulco de juarez,16.8634,-99.8901,85.82,79,75,4.61,MX,1689302131
437,crozet,38.0696,-78.7006,71.85,96,100,2.62,US,1689302324
438,at taj,24.2049,23.2857,76.35,23,0,7.18,LY,1689302324
439,island harbour,50.724,-1.2758,62.92,91,100,3.0,GB,1689302325
440,pangody,65.85,74.4859,53.22,53,1,4.14,RU,1689302325
441,al fujairah city,25.1164,56.3414,87.93,94,40,4.61,AE,1689302325
442,namtsy,62.7161,129.6658,70.61,38,100,4.18,RU,1689302325
443,xiongzhou,25.1167,114.3,94.71,48,74,6.44,CN,1689302325
444,tangalle,6.024,80.7911,82.56,75,22,11.23,LK,1689302325
445,green valley,31.8543,-110.9937,99.37,30,48,1.99,US,1689302187
446,flekkefjord,58.2971,6.6607,57.94,94,38,3.09,NO,1689302325
447,mhamid,29.82,-5.72,94.69,17,86,2.39,MA,1689302326
448,tutong,4.8,114.65,82.49,67,100,6.67,BN,1689302107
449,ipsala,40.9212,26.3827,71.4,58,0,2.73,TR,1689302326
450,yershov,51.3513,48.2766,55.51,86,100,9.82,RU,1689302326
451,slobozhans'ke,49.597,36.5262,63.9,84,28,8.19,UA,1689302326
452,lezhnevo,56.7751,40.8917,52.23,95,100,1.83,RU,1689302326
453,sahar,24.3643,56.7468,91.42,79,4,2.3,OM,1689302326
454,vikulovo,56.8167,70.6107,72.28,77,100,10.65,RU,1689302326
455,sampit,-2.5333,112.95,81.79,78,99,3.69,ID,1689302327
456,yuktae-dong,40.0247,128.1597,71.49,92,100,5.68,KP,1689302327
457,chiras,35.4167,65.9823,64.2,22,0,9.24,AF,1689302327
458,lorengau,-2.0226,147.2712,83.88,77,100,13.24,PG,1689302327
459,fallon,39.4735,-118.7774,93.07,16,0,5.75,US,1689302327
460,gangapur,26.4833,76.7167,85.77,68,100,4.38,IN,1689302327
461,puerto santa,-8.9906,-78.6456,70.07,81,75,7.67,PE,1689302327
462,antonio enes,-16.2325,39.9086,73.0,57,88,13.89,MZ,1689302327
463,prince edward,44.0001,-77.2495,69.62,84,12,1.01,CA,1689302249
464,daru,-9.0763,143.2092,80.49,73,58,14.61,PG,1689302328
465,champasak,14.75,106.0,83.28,64,100,3.36,LA,1689302328
466,jining,35.405,116.5814,91.89,49,98,7.78,CN,1689302328
467,batibo,5.8358,9.8553,64.98,95,93,1.79,CM,1689302328
468,payson,40.0444,-111.7321,89.08,20,0,8.05,US,1689302328
469,taroudant,30.4703,-8.877,87.4,21,36,1.7,MA,1689302328
470,sumbe,-11.2061,13.8437,68.58,69,0,4.79,AO,1689302328
471,margate,51.3813,1.3862,58.3,91,100,1.99,GB,1689302236
472,ketchikan,55.3422,-131.6461,66.67,63,0,11.5,US,1689302329
473,piura,-5.2,-80.6333,73.54,71,30,11.07,PE,1689302329
474,port isabel,26.0734,-97.2086,86.04,83,20,16.11,US,1689302101
475,camabatela,-8.1881,15.375,59.92,43,0,4.03,AO,1689302329
476,borba,-4.3878,-59.5939,76.37,79,27,2.37,BR,1689302329
477,barcelos,41.5388,-8.6151,64.92,65,10,3.13,PT,1689302329
478,princeville,45.7668,-61.2985,66.76,97,100,8.05,CA,1689302329
479,okhotsk,59.3833,143.3,62.11,74,15,9.31,RU,1689302330
480,holualoa,19.6228,-155.9522,80.44,75,40,13.8,US,1689302330
481,kukuna,9.4,-12.6667,74.71,95,100,4.23,SL,1689302330
482,enewetak,11.3474,162.3373,83.26,80,97,17.25,MH,1689302330
483,antofagasta,-23.65,-70.4,62.01,69,54,3.44,CL,1689302330
484,corner brook,48.9667,-57.9484,64.56,98,100,4.27,CA,1689302330
485,cidreira,-30.1811,-50.2056,55.18,87,100,18.99,BR,1689302330
486,codrington,-38.2667,141.9667,55.72,64,100,18.7,AU,1689302330
487,fortuna,40.5982,-124.1573,61.93,91,100,9.22,US,1689302331
488,kirkland lake,48.1446,-80.0377,53.89,87,89,0.0,CA,1689302106
489,kuta,-8.7233,115.1723,78.75,88,75,5.01,ID,1689302331
490,cockburn town,21.4612,-71.1419,82.9,86,100,20.18,TC,1689302331
491,cadale,2.7603,46.3222,77.05,82,100,17.76,SO,1689302331
492,iskateley,67.6803,53.1512,57.18,58,66,9.35,RU,1689302331
493,ta`u,-14.2336,-169.5144,81.59,71,72,16.33,AS,1689302331
494,moratuwa,6.773,79.8816,82.42,84,26,8.43,LK,1689302332
495,vega de alatorre,20.0333,-96.6333,83.12,81,0,14.18,MX,1689302332
496,santa cecilia,-26.9608,-50.4269,39.18,95,100,6.96,BR,1689302332
497,krivosheino,57.3431,83.9261,61.68,96,100,11.52,RU,1689302332
498,troitskoye,52.9821,84.6757,83.37,49,14,6.49,RU,1689302332
499,northam,51.0333,-4.2167,59.67,94,100,9.91,GB,1689302332
500,suva,-18.1416,178.4415,72.12,75,100,16.2,FJ,1689302137
501,luanda,-8.8368,13.2343,68.0,88,75,4.61,AO,1689302332
502,marsh harbour,26.5412,-77.0636,84.15,72,6,9.95,BS,1689302333
503,mehtar lam,34.6714,70.2094,92.39,28,0,3.36,AF,1689302333
504,haci zeynalabdin,40.6233,49.5586,73.54,55,0,1.25,AZ,1689302333
505,egilsstadir,65.2653,-14.3948,42.71,75,100,9.22,IS,1689302333
506,santiago de cuba,20.0247,-75.8219,77.11,88,40,5.75,CU,1689302333
507,san pedro pochutla,15.7333,-96.4667,75.7,91,100,4.09,MX,1689302333
508,idri,27.5,13.2667,76.68,21,0,7.56,LY,1689302334
509,woolgoolga,-30.1106,153.2007,72.05,44,0,10.04,AU,1689302054
510,chernyshevskiy,63.0128,112.4714,43.9,95,100,7.23,RU,1689302334
511,talca,-35.4333,-71.6667,43.63,86,100,3.29,CL,1689302334
512,kamakwie,9.5,-12.2333,74.1,94,100,2.21,SL,1689302334
513,twin falls,42.3505,-114.6445,82.74,26,0,18.41,US,1689302264
514,beira,-19.8436,34.8389,63.45,82,19,10.18,MZ,1689302335
515,nipomo,35.0428,-120.476,67.78,75,0,6.91,US,1689302327
516,singaraja,-8.112,115.0882,83.57,64,13,2.86,ID,1689302335
517,pathein,16.7833,94.7333,79.57,87,100,6.35,MM,1689302335
518,andreapol',56.6513,32.2664,56.57,74,76,3.96,RU,1689302335
519,brisas de zicatela,15.8369,-97.0419,77.52,73,100,5.75,MX,1689302335
520,kismayo,-0.3582,42.5454,74.91,87,38,11.59,SO,1689302335
521,jayapura,-2.5333,140.7,90.79,68,61,6.51,ID,1689302336
522,kruisfontein,-34.0033,24.7314,50.18,63,3,6.8,ZA,1689302336
523,prien,30.1819,-93.2738,84.22,86,20,10.36,US,1689302336
524,imaricho-ko,33.2667,129.8833,83.97,86,100,11.18,JP,1689302336
525,san blas,21.5167,-105.2667,89.49,79,71,5.26,MX,1689302336
526,caxito,-8.5785,13.6643,63.73,93,9,2.04,AO,1689302336
527,illizi,26.4833,8.4667,81.73,17,0,6.06,DZ,1689302336
528,severo-zadonsk,54.0348,38.4017,57.27,85,91,7.56,RU,1689302337
529,noratus,40.3755,45.1772,57.38,78,21,4.27,AM,1689302337
530,petrovsk-zabaykal'skiy,51.273,108.843,70.81,38,0,7.67,RU,1689302337
531,olinda,-8.0089,-34.8553,78.53,78,40,3.44,BR,1689302337
532,mae ramat,16.984,98.5166,79.12,98,100,2.8,TH,1689302337
533,bellary,15.15,76.9333,79.95,68,100,17.6,IN,1689302337
534,taunggyi,20.7833,97.0333,72.46,73,52,4.99,MM,1689302337
535,alaghsas,17.0187,8.0168,86.77,37,65,5.44,NE,1689302337
536,leh,34.1667,77.5833,60.78,24,25,5.82,IN,1689302338
537,lengshuitan,26.4111,111.5956,95.16,49,98,9.8,CN,1689302338
538,kindu,-2.95,25.95,70.84,91,88,1.5,CD,1689302338
539,shenandoah,30.4013,-91.0009,88.14,79,100,1.99,US,1689302338
540,springfield,37.2153,-93.2982,85.86,76,0,6.91,US,1689302327
541,deir ez-zor,35.3359,40.1408,85.12,22,0,19.22,SY,1689302338
542,zapala,-38.8992,-70.0544,34.38,51,82,2.57,AR,1689302174
543,bandar-e genaveh,29.5791,50.517,86.02,36,0,5.68,IR,1689302339
544,bestobe,52.4994,73.0975,82.36,44,67,13.91,KZ,1689302339
545,minas de marcona,-15.2119,-75.1103,54.91,86,76,10.71,PE,1689302339
546,faya-largeau,17.9257,19.1043,88.74,15,9,10.89,TD,1689302339
547,ouro sogui,15.6,-13.3167,86.63,55,83,18.7,SN,1689302339
548,katsuura,35.1333,140.3,82.42,86,100,7.92,JP,1689302339
549,barkot,30.8167,78.2,77.41,79,33,2.26,IN,1689302339
550,concepcion,-36.827,-73.0498,44.17,84,89,3.65,CL,1689302146
551,saint george's,12.0564,-61.7485,80.98,84,100,15.41,GD,1689302340
552,puebla,18.8333,-98.0,63.52,69,62,4.81,MX,1689302260
553,mbanza kongo,-6.267,14.2401,65.28,50,0,1.48,AO,1689302340
554,las khorey,11.1595,48.1967,87.87,53,44,11.56,SO,1689302340
555,belyy yar,53.6039,91.3903,69.69,78,0,2.24,RU,1689302340
556,shahrak,34.1074,64.3052,69.62,20,0,17.38,AF,1689302340
557,oranjemund,-28.55,16.4333,63.99,37,57,18.97,NA,1689302340
558,naliya,23.2667,68.8333,83.57,72,98,14.34,IN,1689302340
559,krishnagiri,12.5333,78.2333,78.73,70,93,16.17,IN,1689302340
560,brak,27.5496,14.2714,78.21,22,0,11.32,LY,1689302341
561,isla vista,34.4133,-119.861,84.56,64,0,5.75,US,1689302341
562,kourou,5.1552,-52.6478,75.25,88,88,6.53,GF,1689302341
563,machico,32.7,-16.7667,75.7,75,20,0.0,PT,1689302341
564,sao francisco,-15.9486,-44.8644,70.0,40,0,3.6,BR,1689302284
565,erdenet,49.0333,104.0833,63.54,63,0,4.34,MN,1689302341
566,berezovyy,51.6667,135.7,86.36,28,54,6.35,RU,1689302341
567,mbinga,-10.9333,35.0167,50.65,88,60,2.98,TZ,1689302342
568,prince rupert,54.3161,-130.3201,60.89,76,0,10.36,CA,1689302342
569,kavaratti,10.5669,72.642,81.72,81,100,11.77,IN,1689302342
570,seydi,39.4816,62.9137,88.02,19,0,20.51,TM,1689302342
571,mezhdurechenskiy,59.6,65.9333,57.99,98,100,12.12,RU,1689302342
572,osterhofen,48.7,13.0167,62.71,76,22,3.2,DE,1689302342
573,shortandy,51.7006,70.9994,73.9,54,2,10.85,KZ,1689302342
574,fuling,29.7022,107.3919,70.93,88,100,6.87,CN,1689302343
575,liperi,62.5333,29.3667,55.87,94,100,5.75,FI,1689302343
576,lautoka,-17.6167,177.4667,80.46,57,75,14.97,FJ,1689302343
577,outjo,-20.1167,16.15,47.46,52,1,9.13,NA,1689302343
578,cheongju-si,36.6372,127.4897,76.96,94,100,10.36,KR,1689302343
579,namibe,-15.1961,12.1522,72.25,32,0,8.59,AO,1689302344
580,igarka,67.4667,86.5833,49.86,52,26,11.7,RU,1689302344
581,kavala,40.9397,24.4019,81.84,65,0,3.96,GR,1689302344
582,'ain el melh,34.8415,4.1638,80.69,23,1,5.19,DZ,1689302344
583,wad medani,14.4012,33.5199,86.07,49,23,8.59,SD,1689302344
584,tumpat,6.1978,102.171,84.18,79,20,3.44,MY,1689302344
